Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr
mfn-M,"(77.86, 0.38)","(63.89, 1.95)","(39.39, 1.78)","(78.22, 0.42)","(45.19, 1.2)","(55.18, 2.03)"
