Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr
lmf-M,"(79.34, 0.49)","(64.38, 2.17)","(35.14, 4.63)","(79.96, 0.67)","(43.99, 1.61)","(60.0, 1.36)"
