Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr
lmf-M,"(78.91, 1.06)","(63.5, 1.78)","(34.0, 2.55)","(79.39, 0.98)","(44.19, 1.84)","(61.02, 2.29)"
