Model,MAE,Corr,Mult_acc_5,Mult_acc_3,Mult_acc_2,F1_score
lmf-M,"(45.02, 0.84)","(61.14, 0.94)","(33.52, 0.86)","(62.01, 0.92)","(78.77, 1.5)","(80.2, 1.08)"
