Model,MAE,Corr,Mult_acc_5,Mult_acc_3,Mult_acc_2,F1_score
ef_lstm-M,"(59.34, 0.3)","(-4.39, 2.83)","(21.01, 0.2)","(51.73, 2.08)","(69.37, 0.0)","(81.91, 0.0)"
