Model,MAE,Corr,Mult_acc_5,Mult_acc_3,Mult_acc_2,F1_score
mfn-M,"(45.19, 1.2)","(55.18, 2.03)","(39.39, 1.78)","(63.89, 1.95)","(77.86, 0.38)","(78.22, 0.42)"
