Model,MAE,Corr,Mult_acc_5,Mult_acc_3,Mult_acc_2,F1_score
tfn-M,"(42.52, 1.13)","(61.18, 1.21)","(38.38, 3.66)","(64.46, 1.79)","(80.66, 1.48)","(81.62, 1.15)"
