Model,MAE,Corr,Mult_acc_5,Mult_acc_3,Mult_acc_2,F1_score
mult-M,"(48.45, 2.65)","(55.94, 0.66)","(35.4, 2.87)","(65.03, 2.11)","(77.94, 0.94)","(79.1, 0.9)"
